Urban,YearBuilt,TrafficLanes,ADT,YEAR_ADT,ApproachWidth_M,StructureLength_M,RoadwayWidth_M,DECK_WIDTH_M,YEAR_RECON,AADTPERCENT,DeckArea_SQM,Latitude,Longitude,PPTIN,TMAXC,TMINC,SeismicHazard,BridgeCond
0,1967,2,640,2013,9.1,11.6,0,0,0,38,105.56,30.36183,-101.10506,22.3095,25.8823,10.936,0.02761,S
0,1953,2,1740,2013,11,9.8,9.6,11,0,42,105.84,30.45147,-101.12144,21.9515,25.6907,10.6619,0.02793,U
0,1961,2,660,2013,11,18.6,11,12,0,51,228.78,30.53084,-101.43126,21.0913,25.5512,10.8185,0.03109,S
0,1954,4,3750,2013,20.7,7.9,20.7,25,2015,23,196.71,31.49048,-101.19194,20.19,25.3261,9.70105,0.03174,S
0,1954,4,3750,2013,20.7,11.9,20.7,25,2015,23,298.69,31.48117,-101.16399,20.41,25.3641,9.8621,0.03152,S
0,1934,3,6940,2013,15.2,25.9,15.3,16,2017,6,411.81,31.07579,-101.0954,20.9446,24.947,10.2429,0.02954,U
0,1962,2,2550,2013,6.7,7,9.8,10,0,15,71.4,31.18308,-100.56136,23.2839,25.2611,10.7481,0.02693,S
0,1964,2,2550,2013,7.9,6.7,12.5,13,2011,15,87.77,31.17569,-101.07373,21.0811,24.9789,10.1684,0.02972,S
0,1939,2,980,2013,12.2,9.4,17.1,18,1975,19,164.5,30.17402,-99.29442,37.8966,24.7701,10.5846,0.02151,U
0,1971,6,7880,2013,29.3,30.2,0,0,0,36,884.86,30.3046,-99.47057,35.5751,24.6509,10.2351,0.02137,S
0,1954,2,620,2013,11.6,19.5,13.4,14,0,12,269.1,30.42219,-99.32196,35.5594,25.1223,10.8166,0.02221,S
0,1959,2,300,2013,6.4,6.7,10.4,11,0,19,72.36,30.27056,-99.40289,36.3654,24.6406,10.334,0.02144,U
0,1957,2,550,2013,12.2,10.1,0,0,0,11,123.22,30.52111,-99.35347,33.799,25.4602,11.2101,0.0224,S
0,2003,3,1120,2012,17.1,11.3,0,0,0,30,193.23,31.13509,-101.42153,17.5602,25.0486,10.158,0.03274,S
0,1960,2,3550,2013,14,7.6,14,14,0,13,109.44,31.17572,-101.30015,19.5602,25.0394,10.1482,0.0316,U
0,1951,2,1210,2013,12.2,15.9,12.2,13,2011,37,203.52,31.19195,-101.4441,16.8815,25.1131,10.2179,0.03312,U
0,1937,2,1450,2013,12.8,14,13.5,14,1963,19,194.6,31.46209,-100.00048,27.4845,26.1108,11.3041,0.02682,U
0,1957,2,280,2013,9.1,9.4,10.4,11,0,23,101.52,31.54306,-100.13452,26.8114,25.9294,11.4405,0.02762,S
0,1958,2,630,2011,8.8,7.9,10.4,11,0,0,85.32,31.34594,-100.10422,29.2144,25.8001,11.4056,0.02638,U
0,1955,1,10,2013,4.3,7.6,5.2,6,0,0,42.56,31.4915,-99.5045,27.2197,25.8172,11.6232,0.02688,U
0,2016,2,10,2013,4.3,21.6,7.3,8,0,0,170.64,31.363,-99.56517,27.883,25.8054,11.6161,0.02617,S
0,1930,2,140,2013,5.5,7.9,6.1,7,0,0,55.3,31.37579,-100.01263,28.3238,25.9488,11.4259,0.02629,U
0,1965,2,2730,2013,13.4,31.7,14,17,0,10,542.07,31.04023,-100.30418,24.896,25.1489,10.4592,0.02527,S
0,1963,2,370,2013,11,10.4,13.4,14,0,22,143.52,30.52418,-100.07127,29.9046,25.4687,10.9582,0.023,S
0,1964,2,640,2013,11,6.4,13.4,14,0,44,88.32,30.5132,-100.3051,23.1426,25.3758,10.8225,0.02375,S
0,1965,2,370,2013,11,10.1,13.4,14,0,22,139.38,30.52463,-100.14507,27.7655,25.3273,10.9677,0.02326,S
0,1924,2,130,2013,6.1,16.5,10.4,11,1940,0,183.15,31.00054,-100.33384,24.4282,25.1785,10.548,0.02522,U
0,2003,4,2760,2013,23.2,18.6,0,0,0,34,431.52,31.56182,-101.10172,21.0152,25.2854,9.74581,0.03148,U
0,1962,4,2760,2013,23.2,26.2,23.2,39,1997,34,1032.28,31.53375,-101.0431,21.3358,25.2368,9.71145,0.03104,U
0,1929,4,6670,2013,24.4,6.7,0,0,1972,17,163.48,31.46048,-100.51118,23.1787,25.5422,11.1089,0.02818,U
0,1955,4,6670,2013,24.4,6.7,0,0,1971,17,163.48,31.50091,-100.58148,23.0109,25.4648,10.889,0.02874,S
0,1956,2,4000,2013,21.9,6.7,21.9,24,2015,26,157.45,31.51056,-101.07277,21.1573,25.26,9.78105,0.0311,S
0,1957,2,1360,2013,7.9,29.6,8.8,10,0,10,284.16,31.40513,-101.03349,21.3591,25.3796,10.4035,0.03039,S
0,1972,4,7670,2013,23.2,7.9,0,0,0,36,183.28,30.31407,-100.25484,21.2261,25.1456,11.3065,0.02324,S
0,1933,2,150,2013,7.3,25.6,7.6,8,0,10,209.92,30.37484,-100.48366,21.7188,25.3366,11.0082,0.02417,S
0,1950,2,4820,2013,11.6,11.9,11.6,13,0,17,157.08,31.33559,-100.33502,25.4043,25.6224,11.5605,0.02678,S
1,1968,3,5840,2013,12,6.7,12,18,0,14,119.26,31.28475,-100.2721,27.2912,25.5719,11.2889,0.02631,S
0,1990,2,3420,2013,11.6,41.5,11.9,13,0,19,522.9,31.22306,-100.20011,27.6141,25.3955,10.892,0.02575,U
0,1989,2,2790,2013,12.2,18.3,11.9,13,0,19,230.58,31.22239,-100.1604,27.9333,25.5092,11.0622,0.0257,S
0,1958,9,6310,2013,35.1,14.6,0,0,2001,10,512.46,31.32326,-100.19045,29.5538,25.6975,11.4175,0.02638,S
0,1961,6,5250,2013,30.5,7,0,0,0,12,213.5,31.34409,-100.1341,29.5789,25.7642,11.4169,0.02643,S
1,1958,5,5500,2013,26.2,10.1,0,0,2006,10,264.62,31.2801,-100.23095,28.2737,25.6012,11.2733,0.02614,U
1,1939,4,3800,2016,15.5,43.3,13.5,17,0,3,753.42,31.28146,-100.24582,27.9825,25.5954,11.2924,0.0262,U
0,1972,2,30,2013,6.1,6.7,8.5,9,0,11,59.63,31.15575,-100.16028,27.1216,25.4081,10.8839,0.02527,S
0,1955,2,950,2013,11,11.9,10.6,11,0,15,135.66,31.1118,-100.29483,25.3437,25.1533,10.5015,0.02553,S
1,2005,2,50,2016,11.9,11.3,11.9,15,0,1,171.76,31.24575,-100.2637,26.9104,25.4914,11.0863,0.02605,U
0,1965,4,18690,2013,23.2,11.6,0,0,0,30,269.12,32.24125,-99.24075,27.9618,24.8532,11.0688,0.03278,U
0,1940,2,2620,2013,12.8,11.9,0,0,1959,26,152.32,32.09537,-99.16019,28.6377,24.7971,10.9316,0.03168,S
0,1941,2,2620,2013,12.8,7,0,0,1979,26,89.6,32.11403,-99.19338,28.625,24.8188,10.8625,0.03175,U
0,1944,2,490,2013,12.8,13.7,0,0,1999,27,175.36,32.25561,-99.23044,27.9476,24.8702,11.1371,0.03294,U
0,1934,2,680,2013,11.6,18.3,12,13,1996,27,234.24,32.20192,-99.23074,28.3887,24.8269,11.0264,0.03244,S
0,2007,2,170,2013,12.8,10.1,12.8,13,0,31,135.34,32.19478,-99.17525,28.7309,24.7943,10.974,0.03255,S
0,1931,3,5900,2010,15.9,8.2,16,20,1949,14,164.82,33.09087,-99.44026,27.3084,24.8995,10.628,0.04287,U
0,1991,2,100,2016,6.1,12.8,7.2,8,0,0,102.4,32.59579,-99.48293,25.9354,24.9154,11.0054,0.03552,S
0,1955,2,680,2010,6.7,11.3,9.1,11,1984,20,124.3,33.09281,-99.44241,27.2982,24.9001,10.6307,0.04288,S
0,1926,2,1420,2013,13.4,18.6,0,0,1970,24,249.24,32.45185,-100.0141,25.9182,24.7824,11.0244,0.03307,U
0,1957,2,60,2013,7.3,8.2,9.8,10,0,18,83.64,32.51471,-99.52457,25.748,24.9515,10.9471,0.03446,U
0,1961,2,560,2013,7.9,7,7.9,13,0,26,88.2,32.31458,-99.48264,26.2413,24.8698,10.8115,0.03272,S
0,1996,2,50,2010,5.5,10.1,7.1,8,0,0,79.79,32.48212,-99.56509,25.9442,24.9342,11.0081,0.034,S
0,2008,2,70,2010,6.7,9.4,7.3,8,0,0,74.26,32.45073,-99.5107,25.3226,24.8967,10.8602,0.03388,S
0,1979,1,50,0,4.9,6.4,0,0,0,0,31.36,31.25332,-95.0623,108.817,25.1482,12.5532,0.04804,U
0,1927,2,710,2013,10.4,6.7,0,0,1966,20,69.68,33.09538,-100.53574,22.4895,24.5454,9.82212,0.03648,U
0,1952,1,55,2010,5.2,10.4,5.6,6,0,0,64.48,33.22164,-100.41156,23.5302,24.6836,9.84072,0.03846,U
0,1928,8,14370,2013,37.8,13.4,0,0,1984,37,506.52,32.1952,-101.09476,19.4061,25.105,10.4006,0.03299,U
0,1950,2,750,2013,9.8,10.1,9.8,13,0,38,134.33,32.16573,-100.56541,22.5843,23.8941,10.2851,0.03255,U
0,1959,2,220,2009,8.5,11.9,12.1,13,2004,11,149.94,32.21386,-100.42317,23.056,24.1708,10.4671,0.03252,U
0,1964,2,160,2013,6.1,8.5,9.8,10,0,14,86.7,32.21129,-100.38492,22.9866,24.366,10.4249,0.03247,S
0,1986,2,55,2010,6.1,9.8,0,0,0,0,59.78,32.26188,-100.24466,24.3307,24.1058,10.3384,0.03241,S
0,1963,2,5080,2015,11.6,14.6,14,15,0,26,213.16,32.45449,-100.55579,23.8351,24.2352,10.5209,0.0332,U
0,1950,2,7460,2013,13.4,7.3,13.4,24,1970,13,175.93,32.41027,-100.55255,23.7704,24.1854,10.5008,0.0331,S
0,1953,2,310,2013,7.9,7.9,9.1,10,0,15,75.05,32.34248,-100.50108,23.4232,23.9779,10.4963,0.03295,U
0,1996,2,640,2013,11,6.7,0,0,0,15,73.7,32.43593,-100.49415,23.8866,24.2305,10.565,0.03321,S
0,1989,2,100,2010,7.3,13.1,8.4,9,0,0,119.21,32.36435,-101.02348,18.4648,25.049,10.442,0.03283,S
0,1929,2,2180,2013,12.2,9.4,0,0,1962,16,114.68,32.33552,-99.32363,26.3553,24.9426,11.004,0.03341,U
0,1938,2,410,2013,12.2,7.9,12.2,18,2003,27,142.2,32.38274,-99.18044,27.4918,24.9986,11.1932,0.03444,S
1,1948,4,7070,2013,14,20.1,14.7,16,0,11,311.55,32.26285,-99.39217,26.8984,24.9101,10.8541,0.03247,U
0,1952,2,1450,2013,7.9,12.8,8.5,10,1960,21,130.56,32.29561,-99.5305,26.6899,24.8262,10.6161,0.03243,U
0,1969,2,320,2013,9.1,15.5,9,15,2001,23,232.5,32.14592,-99.57537,27.2904,24.8547,10.4181,0.03114,S
0,2005,2,1790,2013,12.2,26.5,12.9,14,0,14,360.4,32.19166,-99.44455,27.3351,24.924,10.8867,0.03176,S
0,1997,2,180,2010,6.1,11,7,8,0,2,85.8,32.3001,-100.06483,26.3359,24.3687,10.3374,0.03225,S
0,1983,2,70,2010,6.1,12.8,7.3,8,0,0,103.68,32.30021,-99.59413,26.6771,24.7946,10.5888,0.03229,S
0,1999,2,700,2012,7.6,26.8,12.2,13,0,2,345.72,32.2137,-99.45347,27.2063,24.9177,10.9052,0.03192,S
1,2018,2,68800,2014,9.8,15.4,0,0,0,15,150.92,31.08323,-97.19403,55.7937,25.4836,13.2597,0.03333,S
1,2017,14,79720,2013,71.3,8.8,0,0,0,18,627.44,31.053,-97.23004,55.0393,25.4946,13.3695,0.03293,U
1,1976,10,77070,2015,49.7,10.1,0,0,0,6,501.97,31.07032,-97.45559,53.1284,25.4551,12.7598,0.03146,U
0,1996,2,720,2010,14,7.3,13.3,14,2012,16,102.2,30.57089,-97.12447,63.823,25.924,13.5799,0.03211,S
1,1965,4,23000,2015,14.6,7.9,14.6,18,0,2,142.99,31.07224,-97.42582,53.1386,25.4402,12.9282,0.03167,S
1,1996,2,50,2009,6.4,10.7,8.8,9,0,0,98.44,30.59256,-97.29291,60.8075,25.9524,13.509,0.031,S
0,1935,2,2750,2013,13.7,11.6,0,0,1968,8,158.92,31.57202,-97.46336,51.0977,25.2275,12.7605,0.03436,U
0,1995,2,35,2016,4.9,8.2,7.2,8,0,0,64.78,31.50557,-97.31458,53.9168,25.3063,12.8999,0.03491,S
0,2009,4,8260,2012,28.7,14.3,0,0,0,34,410.41,31.13252,-96.47415,73.3321,25.6552,13.3817,0.03908,U
0,1956,2,100,2013,6.4,7,9.1,10,0,17,66.5,31.08087,-96.48584,75.2234,25.5743,13.2613,0.03864,U
0,1962,2,210,2013,6.7,8.2,11,11,0,16,93.48,31.0531,-96.52295,75.055,25.5872,13.3108,0.0382,U
0,1930,2,580,2013,7.3,10.4,7.3,8,0,12,80.08,31.1931,-96.55054,69.2833,25.5927,13.2171,0.039,U
0,2009,1,55,2015,4.9,7.3,0,0,0,0,35.77,31.17454,-97.13515,56.9216,25.4677,13.1984,0.03422,S
0,1942,2,3980,2013,10.7,13.4,11,14,0,20,182.24,31.59121,-98.01382,42.9226,24.997,12.2154,0.03167,U
1,1964,4,47850,2013,24.4,7,0,0,2012,29,170.8,31.59283,-97.0616,57.0121,25.3972,13.1205,0.03752,U
0,1945,4,1670,2013,21.9,9.1,0,0,2002,22,199.29,32.0244,-97.05355,60.4361,24.7853,12.743,0.04127,S
0,1987,2,1080,2013,7.9,7.9,11.6,12,0,17,94.8,32.09216,-97.17537,58.4423,24.9157,12.5979,0.04108,U
0,1958,2,260,2013,6.7,7.9,0,0,0,6,52.93,32.0815,-97.01458,61.5537,24.7781,12.7075,0.04215,S
0,1974,2,260,2013,6.7,19.5,8.8,9,0,19,173.55,31.5512,-96.53073,63.9166,25.3858,12.8103,0.04193,U
0,1945,1,15,2009,4.6,10.7,4.9,5,0,0,52.43,32.14257,-97.04554,59.5882,24.6637,12.6128,0.04256,U
0,1961,2,110,2018,7.3,8.2,7.4,11,0,9,93.48,31.35028,-96.4647,70.0112,25.5518,13.0706,0.04078,U
0,2008,2,1120,2013,12.5,8.2,0,0,0,17,102.5,31.26462,-96.27182,74.8024,25.7065,13.2538,0.04132,S
1,1958,5,4100,2010,20.7,14,0,0,0,6,289.8,31.33462,-97.06101,56.5296,25.5408,13.4302,0.03578,S
1,2015,10,65120,2011,55.5,20.7,0,0,0,28,1148.85,31.26161,-97.11026,56.562,25.4745,13.3058,0.03494,S
0,1933,3,7694,2017,14.6,7,14.9,17,2016,11,119.7,31.26214,-97.26355,54.4336,25.2366,12.7004,0.03373,U
0,1932,4,19360,2013,24.4,10.1,0,0,2002,14,246.44,31.36339,-97.04076,56.6075,25.5425,13.4061,0.03612,S
0,2004,5,8270,2013,26.2,12.8,0,0,0,12,335.36,31.25223,-97.06043,57.4815,25.5042,13.3562,0.03528,S
0,1956,2,370,2013,8.2,7.9,0,0,2008,6,64.78,31.29436,-97.00303,57.4115,25.585,13.4524,0.03604,U
0,1982,2,1490,2013,8.5,8.8,10.4,11,0,18,95.04,31.30331,-97.04274,57.0625,25.5188,13.3684,0.03574,U
0,1964,2,7500,2013,12.2,6.7,0,0,0,4,81.74,31.37155,-97.17291,54.701,25.3055,13.0016,0.03511,S
0,1987,2,65,2016,5.5,8.2,7.6,8,0,0,65.6,31.3302,-97.25465,54.3859,25.2299,12.832,0.03421,U
0,1973,2,550,2016,6.1,10.4,9.2,10,0,0,99.84,31.39277,-97.1727,54.499,25.2964,12.988,0.03524,S
1,1995,2,550,2016,10.4,10.7,10.4,18,0,0,195.81,31.2904,-97.12329,56.0871,25.4434,13.2647,0.03501,S
0,1926,2,3630,2013,13.4,7,13.4,14,1954,14,98.7,31.51243,-95.43054,101.394,25.1042,12.7125,0.04822,U
0,1953,2,1430,2013,7.3,10.1,0,0,0,10,73.73,31.49536,-95.49532,101.487,25.039,12.7995,0.04766,U
0,1952,2,1120,2013,9.1,7,9.1,19,2010,28,130.9,31.45148,-95.28075,102.662,25.0859,12.6501,0.04853,S
0,1947,4,6220,2013,19.2,13.1,0,0,1986,5,251.52,31.51319,-95.34495,101.399,25.2012,12.5649,0.04876,S
0,1962,2,1170,2013,7.3,6.7,7.9,10,0,10,68.34,31.52303,-95.44459,101.257,25.0556,12.7575,0.04824,S
0,1958,2,2400,2013,7.9,9.8,0,0,0,12,77.42,31.39464,-95.00008,107.755,25.0395,12.0301,0.04988,U
0,1930,2,4520,2013,12.8,7,0,0,1976,14,89.6,32.01349,-95.24227,92.6196,25.0666,12.487,0.05491,U
0,1934,5,370,2013,33.5,6.4,0,0,2003,23,214.4,32.25353,-94.50101,101.406,24.6345,12.2222,0.0626,U
1,2005,2,8100,2013,15.9,7.3,0,0,0,12,116.07,32.23446,-94.49545,102.293,24.6412,12.1308,0.06248,S
1,1980,4,12350,2010,15.9,11.2,16.1,18,0,10,197.12,32.32125,-94.43495,101.608,24.5844,11.7767,0.06367,U
1,1988,4,3110,2010,15.9,9.4,0,0,0,1,149.46,32.33087,-94.46513,100.483,24.5962,12.0296,0.06353,U
1,1970,2,2810,2010,8.5,22.8,8.5,10,0,2,232.56,32.30407,-94.44354,101.877,24.5937,11.823,0.06346,U
0,1931,5,11430,2013,25.9,15.9,26.8,28,1969,16,437.25,32.10079,-96.01345,72.5722,24.8685,12.5805,0.0499,U
0,1962,2,430,2013,6.4,6.7,9.4,10,0,10,65.66,32.08585,-95.40204,89.6256,25.2033,12.4204,0.05438,U
0,1960,2,850,2013,6.1,7.9,10.1,10,0,10,82.95,32.17409,-95.42044,87.731,25.1406,12.3172,0.05503,S
0,1932,2,1490,2013,7.3,10.1,10.4,11,0,12,111.1,31.51422,-94.58474,114.648,25.2284,12.2567,0.05427,U
0,1963,2,390,2013,6.7,13.1,11.3,12,0,13,157.2,32.0136,-94.53433,106.105,24.8314,12.0887,0.06016,S
0,1963,2,390,2013,6.4,10.1,11.8,12,0,13,123.22,32.00409,-94.54063,106.089,24.8371,12.1458,0.06002,U
1,1923,2,2150,2013,7.6,7,14.9,15,1963,17,107.1,32.10245,-94.48547,106.472,24.7209,12.0492,0.06139,S
0,1965,2,3560,2013,13.4,6.7,0,0,0,10,89.78,32.19235,-94.43583,106.726,24.6861,11.8937,0.06254,U
0,1935,2,440,2013,6.1,10.4,6.5,7,0,11,72.8,32.07481,-94.37219,109.67,24.7224,11.8753,0.0619,U
0,1968,2,1940,2013,7.3,13.1,10.1,11,0,3,149.34,32.21403,-94.58127,99.5163,24.6333,12.106,0.06166,S
0,1991,2,165,2018,5.5,12.8,7.2,8,0,0,101.12,32.1213,-94.49179,105.908,24.7105,12.0116,0.06151,U
0,1920,2,50,2010,3.7,7,7.1,8,0,0,54.6,32.03374,-94.54272,105.529,24.816,11.9796,0.0603,U
0,1995,2,430,2015,7.3,7,0,0,0,9,51.1,32.0936,-94.34511,109.979,24.7075,11.8033,0.06225,S
0,1961,4,26940,2013,23.8,7.6,0,0,0,27,180.88,32.28569,-95.30527,87.9842,24.6611,12.5222,0.05687,U
0,1968,2,830,2013,6.7,8.2,0,0,0,15,54.94,32.33156,-95.20239,87.5651,24.6725,12.259,0.05802,U
0,2000,2,1890,2015,6.1,13.4,11.6,12,0,0,164.82,32.13483,-95.23411,89.5752,24.8391,12.1833,0.05609,S
1,1964,2,9090,2015,12.2,12.8,12.2,20,1972,0,249.6,32.18356,-95.18125,88.4856,24.6664,12.0548,0.05693,U
1,1986,2,4460,2015,12.2,16.8,12.1,19,0,0,317.52,32.18171,-95.17492,88.5784,24.6623,12.0107,0.05696,U
1,1984,4,9880,2015,15.9,9.1,15.9,22,0,0,202.93,32.17283,-95.17231,88.7688,24.6626,11.9765,0.0569,U
1,1975,2,3760,2015,15.9,19.8,15.9,21,0,0,421.74,32.21068,-95.19409,87.9771,24.6695,12.1432,0.05705,U
1,1984,2,580,2015,10.7,6.1,0,0,0,0,65.27,32.19543,-95.1547,88.6843,24.6471,12.0335,0.05723,U
0,2013,2,1000,2013,12.5,10.1,0,0,0,5,126.25,32.27098,-95.26119,88.1762,24.6996,12.5885,0.05706,S
0,1939,2,5400,2013,13.4,11.9,13.5,14,1980,10,171.36,32.38594,-95.50341,84.492,24.5183,12.0167,0.0563,U
0,1953,2,5140,2013,13.4,6.7,0,0,2000,9,89.78,32.22348,-95.29416,88.1567,24.7233,12.4692,0.05643,S
0,1963,2,620,2013,6.1,6.4,0,0,0,24,39.04,32.37336,-96.00079,76.0619,24.6418,12.4441,0.05271,S
0,1962,2,250,2013,9.1,13.1,17.3,18,2017,30,231.87,32.30152,-95.37543,85.877,24.6204,12.2658,0.05646,U
0,1938,2,2330,2013,7.3,25.9,7.3,8,0,7,212.38,32.42333,-95.52587,84.681,24.4614,12.0038,0.05652,U
0,1986,2,2020,2013,7.3,7.9,0,0,0,7,57.67,32.34511,-95.52253,84.7574,24.5639,12.142,0.05579,U
0,1995,2,420,2013,7.9,17.1,0,0,0,11,135.09,32.30509,-95.59536,84.9681,24.6749,12.2415,0.05485,U
0,1955,2,2180,2013,12.2,6.7,0,0,0,14,81.74,32.57027,-95.09133,80.6386,24.4236,11.5695,0.06104,U
0,1956,2,460,2013,6.7,17.7,9.8,10,0,11,180.54,32.51385,-95.10013,81.6273,24.4354,11.7458,0.06047,U
1,1951,4,13700,2013,15.9,7,15.7,20,1968,6,140,31.20093,-94.44488,116.587,25.3572,12.3826,0.0521,S
1,1962,4,30840,2013,24.1,15.2,0,0,1980,5,366.32,31.18263,-94.44011,116.567,25.3516,12.425,0.05196,U
0,2001,2,75,2013,4.9,12.5,7.2,8,0,0,98.75,31.27519,-94.5502,113.903,25.2699,12.411,0.05204,S
0,1931,4,5570,2013,16.8,6.7,17.7,22,1969,9,144.72,31.26281,-95.28354,104.887,25.2702,12.6655,0.0467,U
0,1962,4,24700,2013,37.8,8.8,0,0,0,22,332.64,31.28298,-94.43337,117.129,25.3728,12.2935,0.05298,U
0,1969,3,9640,2013,17.6,10.1,17.6,45,0,6,456.52,30.45507,-95.01463,106.072,25.6872,13.6873,0.04259,U
0,1951,2,450,2013,6.7,7,6.9,13,1962,10,90.3,31.30039,-94.11236,124.703,25.2647,12.3346,0.05527,S
0,1991,2,320,2013,7.3,6.7,7.3,20,0,2,130.65,31.32198,-94.15033,123.143,25.2281,12.3314,0.05528,U
0,2008,2,55,2015,4.9,11,7.3,10,0,0,107.8,31.19136,-94.14159,123.406,25.3232,12.4337,0.054,S
0,2000,2,55,2015,4.9,9.8,8.4,16,0,0,156.8,31.30273,-94.15017,123.212,25.2392,12.3545,0.05509,S
0,1956,2,2870,2013,8.5,13.4,9.1,18,2007,14,245.22,30.32599,-95.16386,102.721,25.6597,13.956,0.04109,S
0,1988,2,700,2013,7.3,9.8,9.7,19,0,15,183.26,30.42373,-95.16302,105.061,25.6555,13.8206,0.04162,S
0,1983,2,105,2015,6.1,10.4,8.5,18,0,0,182,30.2934,-95.09456,103.004,25.672,14.0707,0.04125,S
0,2007,2,55,2015,6.1,6.4,9.2,10,0,0,62.72,30.37355,-95.0703,104.484,25.6465,13.8578,0.04183,U
0,1988,2,530,2013,6.1,9.1,0,0,0,9,55.51,31.46397,-94.15301,119.827,24.9964,12.1206,0.05672,S
0,1995,2,170,2015,7,10.1,0,0,0,9,70.7,31.5037,-94.19085,118.715,24.8635,12.1281,0.05692,S
0,1930,2,2740,2013,13.4,6.4,0,0,1961,13,85.76,29.13136,-95.41403,114.428,26.1096,15.583,0.03372,S
1,1976,7,25180,2013,42.7,13.1,0,0,1994,6,559.37,29.28533,-95.23548,112.91,25.8583,15.616,0.03533,S
0,1991,2,290,2011,6.7,10.7,0,0,0,1,71.69,29.06055,-95.48249,110.927,26.0619,15.6175,0.03302,S
0,2004,2,250,2011,5.5,7,0,0,0,0,38.5,29.306,-95.16502,112.905,25.8092,15.7372,0.03568,S
1,1993,5,14540,2013,20.7,7.9,0,0,0,4,163.53,29.35366,-95.44355,107.675,26.0519,15.6535,0.03509,S
0,1990,3,4580,2013,18.9,9.8,19.3,26,0,12,256.76,29.36141,-95.58382,104.016,26.2215,15.5591,0.03467,S
0,1935,2,1450,2011,7.3,9.8,11,11,1961,0,111.72,29.27399,-95.54442,111.406,26.071,15.6155,0.03427,S
0,1988,2,2330,2013,12.2,9.8,0,0,0,12,119.56,29.23177,-95.38512,113.013,26.0593,15.6519,0.0345,S
1,1994,6,42920,2013,31.7,11,0,0,0,4,348.7,29.4506,-95.46331,102.298,26.1473,15.6958,0.03557,U
0,2006,2,50,2010,4.9,23.2,0,0,0,0,113.68,29.21078,-95.55271,112.675,26.0796,15.601,0.03387,U
1,2010,3,3500,2016,12.2,25,12.1,20,0,3,497.5,29.49112,-95.12105,112.788,25.8297,15.8275,0.03708,S
1,2005,24,15000,2016,224,6.7,0,0,0,10,1500.8,29.47028,-95.30501,107.238,25.9219,15.8998,0.03629,S
1,1993,2,21750,2013,7.3,10.4,0,0,0,8,75.92,29.36034,-95.12009,113.375,25.7596,15.7448,0.0362,S
1,1975,3,2410,2010,13.4,9.8,0,0,0,13,131.32,29.42351,-95.16127,113.136,25.7661,15.7957,0.03652,S
1,1988,3,41423,2015,11.6,7,0,0,0,7,81.2,29.4903,-95.33511,104.838,25.9513,15.893,0.03627,S
1,1996,10,17000,2012,62.8,10.7,0,0,0,0,671.96,29.35526,-95.21469,113.391,25.789,15.664,0.03588,S
1,1986,5,20260,2013,18.3,6.4,20.8,21,0,3,136.32,30.03445,-95.26554,97.5742,26.0051,15.257,0.03914,S
0,1970,5,27700,2015,20.7,7.3,0,0,0,1,151.11,29.56083,-95.27307,102.355,25.9457,15.971,0.03691,S
0,1970,4,6600,2013,14.6,7,0,0,1986,0,102.2,29.32403,-95.10478,112.641,25.7621,15.9527,0.03599,S
1,1940,2,8340,2015,7.3,7.9,9.1,10,0,0,75.05,30.00488,-95.24011,98.6963,26.0168,15.4036,0.03913,S
0,1986,4,10000,2015,14.6,8.2,0,0,0,1,119.72,29.54291,-95.39147,100.553,26.0098,15.9335,0.03632,S
1,2000,2,500,2015,12.2,6.4,12.1,19,0,1,120.96,30.00439,-95.24354,98.5859,26.017,15.4086,0.03911,U
0,1989,2,1000,2015,12.2,6.7,12.2,24,0,1,163.48,29.57475,-95.35187,100.25,25.9833,15.9888,0.03665,U
0,1960,2,17920,2011,9.4,7,0,0,0,0,65.8,29.49583,-95.03275,113.856,25.6136,16.2729,0.03739,U
1,1983,6,15490,2012,20.1,10.7,0,0,1988,0,215.07,29.50029,-95.29249,105.722,25.9305,15.9396,0.0365,S
1,1953,2,1000,2013,4.9,9.1,17.7,19,0,1,170.17,29.4612,-95.12141,113.629,25.7836,15.8305,0.03688,U
