Urban,YearBuilt,TrafficLanes,ADT,YEAR_ADT,ApproachWidth_M,StructureLength_M,RoadwayWidth_M,DECK_WIDTH_M,YEAR_RECON,AADTPERCENT,DeckArea_SQM,Latitude,Longitude,PPTIN,TMAXC,TMINC,SeismicHazard,BridgeCond
1,1950,4,9800,2013,14.6,9.1,0,0,2000,1,132.86,29.43577,-95.18484,112.406,25.8002,15.8372,0.03652,S
1,1978,2,970,2011,8.2,6.4,8.2,12,0,2,74.24,29.3603,-95.12297,113.377,25.7598,15.7348,0.03619,S
1,1991,4,15740,2012,14.6,11,0,0,0,0,160.6,29.51219,-95.27319,105.496,25.9301,15.9488,0.03664,S
1,1996,2,300,2011,8.2,6.7,13.4,18,0,0,119.26,29.38203,-95.10169,113.722,25.7591,15.7658,0.03641,S
0,1986,2,650,2013,7.3,7.9,11.2,16,0,2,130.35,30.03383,-95.55171,89.2825,25.9619,15.1149,0.03783,S
1,2005,4,10000,2013,21.9,12.8,22.1,28,0,0,363.52,29.42427,-95.38023,106.576,25.9556,15.718,0.03575,S
1,2000,2,200,2012,6.1,11.3,0,0,0,1,68.93,30.06231,-95.37097,93.9493,25.9866,15.2273,0.03877,S
0,1928,2,3160,2013,12.2,6.7,12.2,20,2015,8,132.66,30.29546,-95.29227,99.555,25.7967,14.2984,0.0403,S
1,1926,5,14250,2013,19.5,17.1,19.6,26,1958,6,449.73,30.1913,-95.2752,97.337,25.8531,14.7289,0.03986,S
1,1969,14,94680,2010,73.8,12.8,0,0,2007,10,944.64,30.05279,-95.14256,99.0657,25.9647,15.1675,0.0398,S
1,1962,4,96930,2016,18.3,13.7,0,0,2009,12,250.71,30.18363,-95.28105,97.2011,25.8607,14.7487,0.0398,U
1,1977,2,17700,2013,13.4,9.8,0,0,0,9,131.32,30.12216,-95.34415,95.889,25.9544,15.009,0.03918,U
1,1993,3,7390,2013,12.8,8.8,12.8,17,0,9,147.84,30.13025,-95.16161,97.061,25.889,14.9255,0.04009,S
0,2015,2,50,2016,11,30.2,0,0,0,1,332.2,30.16106,-95.32342,96.6676,25.903,14.8454,0.03947,S
1,1997,2,2000,2015,11,11.3,11.2,16,0,0,178.54,30.13048,-95.31323,96.4274,25.9383,14.959,0.03937,S
1,2001,2,500,2015,11,12.2,0,0,0,0,134.2,30.12372,-95.33554,96.0794,25.9594,15.0054,0.03923,S
1,2000,4,27850,2015,19.5,8.8,0,0,0,0,171.6,30.10541,-95.32272,96.0652,25.9701,15.0909,0.03921,S
0,2000,2,500,2015,6.1,11.6,0,0,0,1,70.76,30.06354,-95.2158,97.9667,25.9738,15.1271,0.03953,S
0,2009,2,600,2015,6.1,7.6,7.4,10,0,5,74.48,30.20384,-95.20295,97.6526,25.814,14.6893,0.04028,S
1,2002,2,2000,2015,11,11.9,0,0,0,2,130.9,30.10472,-95.34164,95.6642,25.9696,15.0972,0.03911,S
1,2015,2,4000,2016,13.7,7.3,0,0,0,1,100.01,30.16262,-95.25154,96.8186,25.8665,14.7895,0.03984,U
0,1998,2,1700,2016,9.1,8.5,0,0,0,1,77.35,30.11256,-95.45097,93.4352,25.9083,14.9804,0.03863,S
0,1963,2,400,2016,5.5,9.1,0,0,0,1,50.05,30.08347,-95.42395,93.4172,25.9347,15.1272,0.03862,U
0,1977,2,790,2013,7.9,6.7,0,0,0,10,52.93,30.03099,-96.06171,87.8918,26.336,14.2762,0.03571,U
0,2007,2,1910,2013,14,6.7,0,0,0,9,93.8,29.45338,-96.11173,86.1555,26.6817,14.885,0.03366,S
0,1938,2,2090,2013,12.2,6.4,13.7,18,1995,6,117.76,29.54346,-96.29181,84.7449,26.6584,14.5166,0.03369,S
0,1965,2,1110,2013,7.6,15.9,0,0,0,12,120.84,29.39384,-96.46141,80.624,26.749,14.6784,0.03295,S
0,1933,2,7450,2013,12.2,8.2,14.6,15,1969,36,125.46,29.37586,-96.30268,83.1798,26.7595,14.7859,0.03305,U
0,1966,4,37060,2013,23.2,22.9,0,0,0,22,531.28,29.4406,-96.21466,84.7398,26.723,14.7826,0.03343,S
0,1948,2,6180,2013,12.8,15.2,12.6,14,1961,21,211.28,29.34067,-96.28119,83.143,26.7826,14.8087,0.03294,S
0,1967,6,30120,2013,29.3,12.8,0,0,0,38,375.04,29.41279,-96.39129,82.0468,26.7188,14.676,0.0331,U
0,1995,2,100,2010,6.1,7,0,0,0,20,42.7,29.23397,-96.282,82.2121,26.8498,14.9176,0.03245,U
0,1971,2,4330,2013,13.4,8.2,0,0,0,27,109.88,29.09317,-97.16128,62.0865,27.1351,14.7555,0.0303,S
0,1928,2,3580,2013,11.6,14,11.9,13,1959,15,176.4,29.17509,-97.09529,67.0671,27.0159,14.7977,0.03077,S
0,1940,2,560,2013,7,7,11.8,12,2002,10,86.8,29.06449,-97.01036,66.6611,26.9843,15.1243,0.03061,U
0,1949,2,310,2013,7,7,6.1,8,0,10,58.1,28.5406,-97.35196,52.8806,27.6245,15.6874,0.02798,S
0,1970,2,600,2013,6.1,19.5,9.1,10,0,11,185.25,29.18046,-97.20101,63.6379,27.0852,14.6321,0.03041,S
0,1970,2,600,2013,6.1,7.9,9.1,10,0,11,75.05,29.18111,-97.20032,63.7055,27.0824,14.6316,0.03042,S
0,1963,2,430,2013,6.7,9.4,9.4,10,0,10,92.12,29.00304,-97.22197,58.7609,27.2662,15.039,0.02985,S
0,1960,2,70,2010,3.7,10.1,6.2,7,0,0,66.66,29.07252,-97.30322,56.9892,27.4521,14.902,0.02978,S
0,1991,2,120,2013,4.9,17.1,8.4,9,0,0,155.61,29.15591,-97.09077,66.4782,27.0283,14.8112,0.03072,S
0,1940,2,1460,2013,11.6,6.4,0,0,0,14,74.24,29.40501,-97.0341,69.4715,26.8143,14.6295,0.03166,U
0,1981,2,1620,2013,7.3,6.4,10.5,11,0,12,71.68,29.4424,-96.4648,80.822,26.76,14.5985,0.03312,S
0,1953,2,3110,2013,9.8,9.8,9.9,15,2005,13,148.96,29.49554,-96.57391,79.1928,26.7374,14.4862,0.03314,S
0,1978,2,280,2013,7,6.4,13.7,14,0,11,90.24,30.00507,-96.3634,83.9309,26.2881,14.2015,0.03461,S
0,1971,2,14660,2013,12.2,9.4,0,0,0,26,114.68,29.41468,-97.08389,67.8401,26.8396,14.5073,0.03147,S
0,1967,4,27290,2013,23.2,7.6,0,0,0,38,176.32,29.41457,-96.52577,79.4217,26.7537,14.615,0.03296,S
0,1988,2,2640,2013,8.2,13.1,9.8,17,0,16,222.7,29.34357,-97.22176,64.3694,26.9259,14.3016,0.03069,S
0,1923,3,7620,2013,18.3,6.7,0,0,1989,39,122.61,29.35197,-97.32067,62.1465,27.2471,14.5136,0.0302,S
0,1951,2,1100,2013,9.8,13.1,0,0,2007,23,128.38,29.18105,-97.4609,57.1157,27.3365,14.5847,0.02934,S
0,1953,2,440,2013,8.5,7,8.5,12,2014,23,86.1,29.38146,-97.13427,66.7554,26.8243,14.4782,0.03117,S
1,1963,2,2620,2013,13.4,7.9,13.4,22,0,18,173.8,29.30183,-97.26301,63.3989,27.0843,14.422,0.03043,S
0,1983,2,1200,2013,7.3,9.8,10.3,11,0,18,107.8,28.50378,-96.30186,87.3405,25.2096,18.4168,0.02844,S
1,1997,2,1420,2013,5.8,10.1,7.3,8,0,0,77.77,28.58447,-96.38007,84.2652,25.7842,17.62,0.02894,U
0,1950,4,7230,2013,25.6,16.8,25.6,48,2008,10,804.72,29.09079,-96.59125,77.119,26.6921,15.398,0.03141,S
0,1954,2,430,2013,7.3,13.4,0,0,2005,10,97.82,29.34114,-97.03307,69.4112,26.8764,14.7382,0.03149,S
0,1965,2,230,2013,6.7,7,0,0,0,4,46.9,29.35421,-96.50458,79.7101,26.7572,14.7045,0.03275,S
0,1953,2,170,2013,6.7,8.2,6.7,8,0,9,68.06,29.26173,-97.03246,69.5816,26.956,14.8642,0.03124,S
0,1956,2,210,2013,7.3,6.7,7.3,11,0,12,72.36,29.28381,-97.06566,69.6192,26.9299,14.7687,0.03119,S
0,1977,2,150,2013,6.1,14.6,0,0,0,15,89.06,29.25234,-96.471,79.9276,26.7714,14.8858,0.03233,S
0,2007,2,40,2014,5.8,7.3,0,0,0,0,42.34,29.30232,-96.57568,79.489,26.8219,14.7579,0.03244,S
0,1929,2,13550,2013,11.6,10.1,11.8,21,1972,16,211.09,28.5139,-96.52241,82.8936,26.1045,17.1659,0.02857,U
0,1929,2,12540,2013,11.6,8.8,11.7,21,1972,16,185.68,28.52228,-96.51007,83.195,26.0667,17.2429,0.02861,S
0,1960,6,7800,2016,24.4,11.3,0,0,2001,25,275.72,28.43099,-96.52221,85.7491,26.0427,17.5334,0.02814,S
0,1955,4,14810,2013,25,16.5,0,0,1987,10,412.5,28.40582,-97.025,60.3308,27.095,16.1578,0.02764,S
1,1948,4,12540,2013,24.4,7,0,0,1979,8,170.8,28.42541,-96.56403,82.1923,26.1497,17.3788,0.02812,S
1,1978,2,1770,2013,11.9,7.6,20.1,20,0,15,155.8,28.41266,-96.56321,82.3112,26.1261,17.4728,0.02806,S
0,1997,2,45,2012,5.5,10.4,8.3,9,0,0,93.6,29.01524,-96.53448,77.6295,26.4945,15.4795,0.0311,S
1,1960,2,1600,2010,7.3,14.3,13.4,14,0,2,197.34,28.48583,-97.00309,61.9886,27.0641,16.0297,0.02808,U
0,1950,2,900,2013,7.9,10.4,9.2,10,2007,5,102.96,29.17084,-96.14093,84.8417,26.6863,15.1743,0.03233,U
0,1966,2,380,2013,7.9,10.4,10.4,11,0,4,112.32,29.15459,-95.59305,109.922,26.0941,15.6183,0.0334,S
0,1969,2,940,2013,8.2,9.4,8.5,11,0,17,105.28,29.30159,-96.04114,85.9531,26.5996,15.1428,0.03312,U
0,1966,2,220,2013,8.5,13.1,8.2,9,0,4,116.59,29.16554,-96.17253,84.121,26.7224,15.1509,0.03226,U
0,1960,5,18200,2012,25.6,8.2,0,0,2014,10,209.92,30.06355,-97.18271,69.0868,26.5842,13.6373,0.03107,S
0,2004,2,610,2010,6.1,8.5,7.3,10,0,0,85.85,29.57359,-97.1857,63.8377,26.6446,14.2693,0.03112,S
0,1955,4,4160,2013,16.5,7.9,19,22,1971,14,170.64,30.143,-98.3432,49.8926,25.51,12.2639,0.02479,S
0,2012,4,7890,2013,14.6,20.7,20.5,21,0,7,440.91,30.26024,-98.20366,48.0959,25.9135,12.9533,0.02544,S
0,1960,2,8260,2013,13.4,6.7,15.3,43,0,9,286.76,30.09316,-98.23129,51.1688,25.5661,12.4914,0.02513,S
0,1958,3,6560,2013,14,16.8,14.3,15,0,11,252,30.52482,-97.55115,56.0189,26.1175,13.4329,0.02918,S
0,1942,2,320,2013,7.3,10.1,7.3,10,0,4,103.02,30.43568,-98.22003,46.9154,25.7929,12.848,0.02573,S
0,1960,2,2390,2013,7.3,6.7,0,0,0,4,48.91,30.34101,-98.07124,50.1649,26.0095,13.1145,0.02612,U
0,1994,2,300,2011,8.5,15.5,9.3,14,0,2,220.1,30.34279,-98.16476,47.7829,26.1073,13.2589,0.02574,S
1,2011,2,210,2013,11,15.5,0,0,0,18,170.5,29.53429,-97.42397,59.0414,27.1263,14.2624,0.02964,S
0,2016,2,130,2010,7.3,11.6,7.3,13,0,0,150.8,29.57546,-97.42319,59.5777,27.0111,14.2059,0.02962,S
0,1992,2,64,2011,5.5,14.9,7.5,11,0,0,159.43,29.47536,-97.38357,59.4486,27.2727,14.3394,0.0299,S
0,1933,4,4770,2013,14.6,7.9,0,19,1957,7,153.26,30.10003,-98.53117,48.644,25.1686,11.7958,0.02417,S
0,1955,5,4830,2013,21.3,10.1,21.4,30,1970,14,307.04,30.13147,-98.42321,50.6281,25.2718,11.9906,0.02452,S
0,1996,2,1310,2013,14,15.2,13.6,17,0,29,262.96,30.13055,-99.13572,40.6128,24.8939,10.9045,0.022,S
0,1966,2,420,2013,6.7,7,8.5,9,0,4,62.3,30.24581,-98.51261,43.4876,25.3878,12.2084,0.02438,S
1,1961,11,95410,2013,62.8,12.2,0,0,2013,13,766.16,29.59284,-97.52162,57.7037,27.0584,14.1831,0.02892,U
1,1962,2,12930,2013,7.6,14.9,0,0,0,13,113.24,29.56121,-97.53059,57.6831,27.1499,14.258,0.02889,S
0,1960,2,650,2013,6.7,10.7,11.4,12,2011,14,128.4,30.05561,-98.15149,54.3051,25.8355,12.8843,0.02541,S
0,2011,3,7400,2010,20.1,7,0,0,0,6,140.7,29.5459,-98.02525,47.6323,26.7963,14.1584,0.02613,S
0,1939,2,10350,2013,13.4,6.7,0,0,2011,5,89.78,29.54512,-98.01554,47.6466,26.8087,14.1626,0.02618,S
0,2015,2,9113,2014,9.8,8.5,0,0,0,61,83.3,29.5436,-98.01136,47.6521,26.8139,14.1654,0.0262,S
0,1992,2,4490,2013,8.5,18.3,8.4,12,0,5,225.09,30.06384,-97.56526,57.8074,26.5059,13.5468,0.02845,S
0,2005,2,200,2014,9.1,15.5,9.1,15,0,1,230.95,30.09574,-97.59327,57.2002,26.4752,13.5841,0.02829,S
1,2007,2,2000,2018,11.3,7,0,0,0,1,79.1,29.56316,-97.5348,57.5906,27.1459,14.2506,0.02886,S
1,2012,2,2000,2018,11,8.2,11,17,0,1,136.12,30.01109,-97.53164,58.226,26.5248,13.4337,0.02865,S
1,2010,2,500,2018,12.2,16.5,12.2,19,0,1,316.8,29.57547,-97.50381,58.2258,27.0831,14.2375,0.02906,U
0,1962,2,790,2013,6.7,7.6,0,0,0,13,50.92,30.25306,-96.56359,76.2955,26.1478,14.0622,0.0344,S
0,1956,2,150,2010,5.5,11.9,5.5,11,0,4,128.52,30.17385,-96.44133,84.212,26.1229,14.3226,0.03472,S
0,2003,2,100,2010,6.1,8.8,0,0,0,2,53.68,30.27046,-97.07402,66.0448,26.1911,13.6399,0.0319,S
0,2005,2,100,2010,18.3,10.4,0,0,0,90,190.32,30.25278,-97.11111,65.6191,26.1431,13.5587,0.03165,S
0,1934,5,6960,2013,19.5,10.1,19.5,21,1969,9,210.08,30.45338,-98.40154,44.8713,25.3148,12.3333,0.02512,U
0,1931,2,1250,2013,9.1,6.7,10.5,12,1958,7,79.73,30.39211,-98.42014,45.0466,25.2635,12.1918,0.02493,U
0,1956,2,450,2013,6.4,9.8,9.1,10,0,4,93.1,30.52523,-98.28221,45.555,25.9651,13.0295,0.02572,S
1,1960,8,152680,2013,43.3,7.6,0,0,0,10,329.08,30.27402,-97.40042,60.0989,26.4764,13.5283,0.02973,S
1,1959,3,32560,2013,11.6,13.4,14.9,33,0,2,446.22,30.13428,-97.40595,60.4114,26.5161,13.3921,0.0296,S
0,1992,2,6980,2013,12.2,9.4,12.2,20,0,5,188.94,30.17157,-98.03066,56.2117,25.9403,13.0203,0.02603,S
1,1959,2,9080,2013,8.5,11.6,8.9,10,0,4,118.32,30.19344,-97.27392,62.808,26.3866,13.613,0.03053,S
1,1993,4,37870,2013,24.4,14,0,0,0,2,341.6,30.22436,-97.48239,58.4523,26.5373,13.2532,0.02911,S
1,1989,3,14650,2010,17.1,7.6,17.1,76,0,3,579.12,30.241,-97.43416,59.4437,26.5014,13.4001,0.02944,S
0,1991,4,27870,2015,23.2,17.1,0,0,0,2,396.72,30.11479,-97.52064,58.5647,26.5109,13.4945,0.02878,S
0,2016,2,50,2018,14.3,33.8,14.5,27,0,0,905.84,30.15343,-97.35216,61.3539,26.5442,13.4247,0.02999,S
0,1970,2,1200,2010,7.9,7,0,0,0,0,55.3,30.26172,-97.52236,57.2323,26.466,13.4451,0.02891,U
1,2008,2,100,2010,7.3,11.6,0,0,0,5,84.68,30.15246,-97.34205,61.5808,26.5334,13.4779,0.03005,S
0,1961,2,890,2010,6.7,6.7,7,7,0,0,48.91,30.22153,-97.37343,60.5773,26.508,13.4789,0.02985,U
0,1990,2,350,2010,10.4,9.1,10.5,17,0,0,151.06,30.08446,-97.34316,61.8623,26.6,13.4829,0.03001,U
0,2014,2,340,2010,7.9,12.2,9.1,18,0,1,215.94,30.06581,-97.39268,60.7744,26.5424,13.398,0.02964,U
0,1990,2,1150,2016,8.5,6.4,0,0,0,0,54.4,30.21558,-97.51337,57.777,26.5688,13.1563,0.02891,S
1,1952,2,1334,2014,9.1,10.4,9.1,12,0,0,130,30.14571,-97.45165,59.59,26.4936,13.4107,0.02927,U
1,1940,3,18458,2014,12.2,13.7,12.1,15,1965,0,208.24,30.21557,-97.44119,59.3667,26.5437,13.2609,0.02938,U
1,1981,6,22885,2014,25.6,15.2,0,0,0,0,389.12,30.2143,-97.44484,59.2999,26.544,13.2518,0.02935,S
1,1976,2,2490,2010,12.2,7.6,12.2,19,0,0,142.88,30.21595,-97.42421,59.6922,26.5541,13.2661,0.02949,S
1,2004,2,7870,2010,12.2,13.7,12.2,33,0,0,457.58,30.11084,-97.47428,59.5115,26.5063,13.4427,0.0291,S
1,1974,2,2270,2010,13.4,10.7,13.4,18,0,0,187.25,30.22417,-97.42248,59.7099,26.5423,13.301,0.02951,S
1,1977,2,3850,2014,13.4,9.8,13.4,17,0,0,168.56,30.11436,-97.49181,59.1647,26.5081,13.468,0.02898,S
1,1980,2,230,2014,9.1,7.6,9.1,14,0,0,108.68,30.12291,-97.5021,58.8709,26.4949,13.5268,0.02892,U
1,1995,2,200,2016,13.4,6.4,13.4,18,0,0,112,30.12234,-97.50121,58.8969,26.4959,13.5227,0.02892,S
1,1967,2,750,2014,9.1,8.2,9.1,14,0,0,112.34,30.14167,-97.532,58.0512,26.5177,13.4913,0.02873,S
1,1986,2,4870,2010,12.2,8.8,0,0,0,0,107.36,30.26189,-97.37501,60.4655,26.46,13.6242,0.02988,S
1,2017,4,8000,2018,16.5,13.4,0,0,0,1,221.1,30.28199,-97.37155,60.515,26.458,13.6218,0.02994,S
1,1995,2,150,2010,8.5,14.6,0,0,0,0,124.1,30.28506,-97.35052,60.7491,26.4409,13.6817,0.03009,S
1,2003,2,500,2010,12.2,16.8,12.2,37,0,0,628.32,30.28156,-97.35154,60.7459,26.4469,13.6616,0.03008,S
1,1965,2,5530,2013,7.9,10.4,7.8,13,0,20,133.12,30.40117,-97.40026,60.0146,26.3013,13.7136,0.02992,S
1,1956,5,9330,2013,21.3,33.8,21.4,23,2007,9,777.4,30.35317,-97.51316,56.9933,26.4033,13.5912,0.0291,U
1,2012,3,6210,2013,12.2,31.4,12.2,53,0,11,1667.34,30.3738,-97.51485,56.7273,26.3691,13.6449,0.02912,S
0,1955,2,3980,2013,13.4,8.5,13.3,18,1993,15,157.25,30.38321,-97.34337,60.653,26.3189,13.7989,0.03029,S
0,2013,4,10300,2009,23.2,11,23.2,59,0,12,650.1,30.49022,-97.46389,58.8289,26.1225,13.4455,0.02963,S
1,2006,7,8000,2007,32.3,6.7,0,0,0,8,216.41,30.28558,-97.4436,59.3115,26.4757,13.5117,0.02945,S
0,1955,2,570,2013,6.1,6.7,13.3,14,2011,9,93.8,30.25574,-97.15318,64.6161,26.2298,13.5916,0.0314,S
1,1956,2,6230,2013,8.5,24.7,8.4,12,2007,5,293.93,30.34563,-97.50287,57.4584,26.4163,13.5513,0.02915,S
0,1954,2,440,2015,6.1,10.1,7.9,8,0,29,83.83,30.26395,-97.1504,64.545,26.2251,13.5933,0.03143,S
1,1957,5,1750,2010,25.3,27.1,25,36,2011,6,975.6,30.43466,-97.46476,58.3917,26.2389,13.5864,0.02952,S
0,1999,3,3240,2013,12.2,21.9,21.6,27,0,5,593.49,30.29128,-97.27287,61.7897,26.3817,13.6142,0.03065,S
0,2006,2,2870,2010,11,8.8,11.1,14,0,0,126.72,30.33323,-97.34224,60.7382,26.3566,13.8448,0.03023,S
0,1990,2,300,2010,6.1,8.2,7.9,9,0,0,70.52,30.35128,-97.13431,63.0123,26.1555,13.6442,0.03163,U
0,1988,2,210,2010,6.1,18.6,8,9,0,0,159.96,30.31195,-97.29025,61.3593,26.4075,13.5777,0.03056,U
0,1975,2,2970,2010,9.1,10.7,9.1,12,0,0,131.61,30.28282,-97.48591,58.2083,26.4452,13.6153,0.02917,U
0,2007,2,20,2010,6.1,6.7,6.2,18,0,0,123.95,30.43447,-97.52279,56.0551,26.2179,13.582,0.02917,S
1,2000,2,400,2010,9.1,7.6,0,0,0,0,69.16,30.42555,-97.42226,59.5346,26.259,13.6404,0.0298,U
1,2002,7,12610,2010,23.8,14.9,0,0,0,2,354.62,30.29194,-97.3902,60.2762,26.4631,13.5818,0.02983,S
1,1996,4,16010,2010,13.4,7,13.4,19,0,2,134.4,30.29465,-97.38522,60.3468,26.4564,13.6017,0.02987,S
1,1995,2,1000,2010,12.2,7,0,0,0,0,85.4,30.3212,-97.42218,59.8901,26.4014,13.5733,0.02966,S
1,1980,2,470,2010,8.5,25.6,8.5,12,0,2,296.96,30.28172,-97.46519,58.7907,26.4661,13.5387,0.0293,S
1,2018,2,1000,2018,8.2,7.6,8.2,17,0,1,128.44,30.33125,-97.45314,59.1812,26.3921,13.44,0.02946,S
0,2005,2,1000,2010,12.2,8.5,0,0,0,2,103.7,30.34247,-97.38406,60.3988,26.3712,13.762,0.02996,S
1,2012,2,2000,2018,12.2,8.2,12.2,19,0,1,156.62,30.31304,-97.45384,59.1343,26.4322,13.4714,0.02943,S
0,1976,1,100,2010,7.9,21,0,0,0,3,165.9,28.4348,-98.17153,36.6882,28.49,15.5195,0.028,S
0,1980,4,22690,2013,23.2,14,0,0,0,31,324.8,28.56592,-98.26144,37.0502,28.4911,15.2959,0.02783,U
0,1947,2,2710,2013,13.4,8.2,14.8,16,2004,7,127.1,28.57006,-98.35163,35.4891,28.4199,15.085,0.02774,S
0,1965,2,5980,2013,12.8,14,12.9,16,0,11,226.8,29.02346,-98.34223,40.1385,27.934,14.6575,0.02594,S
0,2006,2,2630,2013,9.8,23.2,10.4,17,0,24,396.72,29.1224,-98.46496,40.4949,27.7139,14.6563,0.02515,S
0,1945,2,50,2011,5.5,8.2,7.3,8,0,0,63.14,28.50348,-98.35364,34.403,28.5237,15.4211,0.02784,U
0,1947,2,460,2013,9.8,6.7,10.7,12,2006,14,77.05,29.39579,-99.32407,36.9664,26.9956,13.3579,0.02209,S
1,1960,2,11110,2010,10.1,9.8,0,0,1987,3,98.98,29.3439,-98.19135,43.8641,27.003,14.6931,0.02538,S
0,1974,2,600,2013,7.3,13.7,12.8,13,0,19,180.84,29.15465,-98.42195,40.8067,27.3999,14.739,0.02509,U
1,1962,2,10010,2013,8.5,7.9,0,0,0,16,67.15,29.27595,-98.24273,42.2484,27.1172,14.7115,0.02538,U
1,1962,2,1810,2013,9.8,6.7,11.1,21,2012,14,142.71,29.26589,-98.25216,41.9747,27.2222,14.6835,0.02538,U
1,1966,2,5770,2013,9.4,24.4,0,0,2008,9,229.36,29.39002,-98.37249,42.918,26.8981,14.8747,0.02457,S
0,1979,2,4408,2016,6.1,7,0,0,0,7,42.7,29.12438,-98.24551,38.8185,27.5659,14.4935,0.02578,S
1,1958,14,142040,2013,70.1,12.8,0,0,1981,4,897.28,29.2913,-98.35147,42.139,27.1986,14.8526,0.02491,U
1,1989,5,28870,2013,20.1,16.5,0,0,0,4,331.65,29.28436,-98.38241,41.9561,27.1462,14.9014,0.0248,U
1,1986,2,12460,2013,12.2,23.2,13.3,14,0,5,324.8,29.29576,-98.1834,43.1228,26.8608,14.7498,0.02552,S
1,1989,2,3500,2013,9.8,23.2,12.1,13,0,15,296.96,29.15359,-98.38059,40.6896,27.3893,14.6965,0.02519,S
1,1987,2,12720,2013,12.2,7.9,12.3,16,0,4,125.61,29.34103,-98.40264,42.2239,27.066,14.9685,0.02457,S
1,1981,2,3790,2013,14,25.6,14.6,15,0,9,391.68,29.13524,-98.21121,38.2086,27.6803,14.4227,0.02592,S
1,1993,10,77940,2013,59.7,29.3,0,0,0,9,1749.21,29.34501,-98.38304,42.4014,27.0424,14.9554,0.02465,S
1,1981,10,77940,2013,52.4,14,0,0,1992,9,733.6,29.35116,-98.38057,42.4722,27.0236,14.9453,0.02465,S
1,1979,2,9640,2013,7.3,9.8,0,0,0,28,71.54,29.42372,-98.37404,43.3534,26.7974,14.7987,0.02447,U
1,1987,10,42990,2013,46.3,18,0,0,0,3,833.4,29.28062,-98.4141,41.7766,27.2164,14.9506,0.02466,S
0,1938,2,170,2010,6.1,20.1,6.1,7,0,0,140.7,29.27485,-98.15463,42.7213,27.0051,14.6718,0.02572,U
0,1975,2,240,2010,6.4,13.1,9.8,10,0,0,133.62,29.16224,-98.16599,38.2155,27.5874,14.4637,0.02605,U
0,2009,3,700,2009,13.1,19.5,16.3,17,0,0,333.45,29.12117,-98.36123,40.3909,27.4768,14.6803,0.02538,S
0,2000,2,300,2010,9.1,9.1,9.1,14,0,0,124.67,29.2634,-98.43481,41.5609,27.2903,14.9133,0.02462,S
0,2008,5,100,2013,14.6,12.2,0,0,0,0,178.12,29.25454,-98.46408,41.3978,27.3323,14.902,0.02454,S
0,2005,2,2000,2013,14.6,54,0,0,0,0,788.4,29.38301,-98.24093,43.7346,26.9797,14.7055,0.02509,S
0,2007,4,1000,2013,14.6,18.9,0,0,0,0,275.94,29.29495,-98.42588,41.8126,27.1556,14.9985,0.02457,S
1,1985,2,1000,2011,9.1,7.6,0,0,0,0,69.16,29.26214,-98.3428,41.7968,27.3154,14.768,0.02501,S
1,1925,6,19290,2011,25.3,14,0,0,1980,1,354.2,29.25138,-98.29506,41.6462,27.4833,14.6414,0.02525,S
1,1995,4,20645,2011,14.6,27.7,0,0,0,0,404.42,29.38247,-98.28024,43.425,26.9696,14.7926,0.02491,S
1,1986,2,14340,2011,9.1,29.3,13.8,17,0,0,489.31,29.28473,-98.35101,42.0604,27.2237,14.8356,0.02493,S
1,2001,2,300,2010,7.3,10.1,11.9,12,0,0,126.25,29.28206,-98.35349,42.0214,27.2243,14.8343,0.02492,S
1,1980,2,3800,2011,12.8,9.4,0,0,0,0,120.32,29.30121,-98.24324,42.794,27.0247,14.7471,0.02529,U
1,1990,2,1210,2011,9.1,11,9.1,13,0,0,139.7,29.28336,-98.30484,42.1684,27.3582,14.7366,0.02512,S
1,1945,2,180,2013,9.1,6.4,10.4,11,0,0,68.48,29.31476,-98.30384,42.5899,27.2339,14.831,0.02504,U
1,1977,2,1290,2013,9.1,9.8,9.2,12,0,0,119.56,29.25394,-98.26508,41.6873,27.3486,14.6516,0.02538,U
1,1990,2,100,2013,9.1,19.5,9.1,12,0,0,241.8,29.33288,-98.3554,42.4785,27.0991,14.9595,0.0248,U
1,1934,7,35210,2015,26.5,8.2,26.7,31,1975,2,255.02,29.30403,-98.29568,42.495,27.2944,14.7792,0.0251,U
1,1995,2,1000,2013,12.2,14.6,12.3,17,0,0,246.74,29.28533,-98.40211,41.8713,27.1741,14.9423,0.02471,U
